metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
[PE (18:0)] 1-octadecanoyl-sn-glycero-3-phosphoethanolamine,5,849134.125,640019.9375,691704.875,976452.6875,468627.875,506286.9375,1050551,858707.8125,1054950,957295,1358516.375,533164.5625,897318.625,369653.0938,1256969.25,375561.75,533865.5625,938753.4375,1033781.75,813703.8125,644429.4375,738150.125,359687.875,760449,822969.375,468335.2813,930816.375,418970.3438,900479.625,707495.125,861476.875,1191539.125,1023859.688,542433.1875,1007275.125,703793,785009.8125,662778.75,674069.5,291223.9375,421237.7813,631654.875,671098.25,765588.8125,418723.9375,639573.5625,559481.125,393851.4688,1081777.125,373630.4688,818780.75,879113.3125,781284.1875,500787.0625,871159.125,659638.3125,413184.6563,1270182.125,1000893.938,807793.875,1051762.375,847022.9375,441713.6875,1237116
[PE (18:1)] 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine,5,542876.0625,415667.2188,437931.5,840138.0625,471008.1563,422702.5625,343846.7813,481824.0938,310955.1563,164422.5313,213012.5781,92344.75781,101329.2344,68745.78125,434336.0313,347853.3438,408683,399551.6875,602367.125,420966.5938,340691.1563,216132.5,59610.91797,150016.4844,116970.0391,263972.2188,401922.0625,223956.75,279219.75,365489.7813,441275.3438,528643.125,442632.4063,123507.4063,144144.2813,156606.6719,145714.9688,78372.44531,139465.875,509313.8125,309296.6875,528053.625,518081.5,246972.0313,121674.0078,181007.5938,339397.5625,318764.5625,428945.4063,266159.8125,373083.3125,233124.7969,530093.25,565952.5625,466462.9375,555567.0625,373876.5,471274.9688,87163.21094,90886.64063,120172.3203,152665.0469,118063.6875,150960.5469
[PE (18:1)] 1-(9Z-octadecenyl)-sn-glycero-3-phosphoethanolamine,7,52233.6875,56832.48438,41784.28906,95545.8125,35653.75781,32217.01953,68417.01563,78362.5,70311.07031,33949.21484,61592.85938,21323.89453,44730.57813,10180.54297,132780.6719,21710.73633,67279.21875,88407.42188,76065.125,90160.92188,51762.38281,56219.22656,14823.41504,31531.72461,19394.07031,30515.48633,89142.60938,45017.44531,105251.3516,39744.66406,73234.23438,107258.5625,59437.83594,23504.58789,48581.94531,43496.00781,33587.01563,24903.19141,33727.77734,14321.29883,27687.00781,40605.48828,37086.30469,76861.86719,24985.00781,41283.45313,38388.92188,36101.37109,96778.83594,15979.2002,75637.29688,68856.58594,35749.35156,34064.01563,55650.11328,26158.79688,27627.8418,41869.44531,28892.36328,19632.7832,28997.92773,30805.1543,13446.92578,31306.7832
[PE (18:2)] 1-octadecyl-sn-glycero-3-phosphoethanolamine,7,28991.04297,15695.92773,15288.45996,29797.92578,14997.55566,9524.817383,33861.89844,42023.41016,35604.76953,12093.58203,18960.85547,11372.46094,19001.48242,4521.544434,30390.84375,12833.5791,18932.9082,31709.80664,34045.15625,44259.27344,21175.70703,29770.47852,4087.933838,10149.41602,8024.542969,11745.375,31889.87695,7491.881836,37617.97656,14965.96582,34049.83594,42384.36719,27559.39453,17448.24023,12898.05957,14769.55859,9886.850586,10429.2959,13541.61816,11123.74121,7665.583496,20925.21094,20541.29297,37190.86719,13928.12988,11657.24414,28888.0918,9264.900391,55429.4375,4581.696289,40861.65625,29946.96875,19758,17061.13281,34879.41797,19092.0918,16755.59766,20225.9707,9369.961914,7454.944824,14445.6543,16312.60352,5442.049805,15729.15039
[PE (20:0/15:0)] 1-eicosanoyl-2-pentadecanoyl-sn-glycero-3-phosphoethanolamine,5,540591.5625,738222.8125,639944.75,708514.1875,530372.8125,1336202.5,641304.625,710302.25,1059465,541081.8125,1506188.5,567346.6875,1420385.75,437748.1875,974959.6875,696635.0625,580964.625,794054.125,658590.75,544124.4375,447199.8438,376712.375,293037.4063,472080.4688,888566.0625,808682.125,474115.4063,605745.1875,695049.8125,590649.5625,669002.25,725767.75,1129992.625,1318356.75,1133291.125,881373.375,640847.625,686399.375,778547.3125,307602.1875,1318548.875,960386.875,650150.125,510439.9375,604119.3125,675137.375,540084.375,813531,779548.875,542340.375,828651.0625,780160.8125,597616.8125,654500.5,479157.1563,559689.875,466118.1563,661429.5,662557.625,716643.0625,569898.9375,582274.875,376245.4375,769403.375
"[PE (20:0/20:2)] 1-eicosanoyl-2-(11Z,14Z-eicosadienoyl)-sn-glycero-3-phosphoethanolamine",5,87919.25781,98771.35938,75218.25,61428.89844,40480.67969,61932.42578,53565.66016,53557.19141,130592.5156,54778.01563,143724.7969,29783.5918,153387.5313,39268.53906,103593.25,57676.26563,84694.50781,137179.6563,89219.17188,44969.80469,46804.57813,0,0,47024.30469,83189.58594,57455.77344,62808.80859,71445.3125,78185.92188,69287.96875,58869.66016,94709.23438,202844.0625,232919.3594,98322.45313,57446.03125,49073.99219,94173.45313,84288.96094,45920.36328,92090.35938,174230.2031,50778.68359,66556.96094,75072.76563,47337.33594,79507.72656,84797.79688,116077.2422,46631.00391,95122.80469,91867.53906,45774.48828,62275.11328,41246.32422,38368.75391,26681.83203,39983.12109,59928.54297,56478.78516,31688.78711,38294.76563,0,42372.96484
"[PE (20:4)] 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",7,263851.6563,324829.1563,308612.9063,217286.0625,344156.7188,373997.3125,100736.2734,122229.9219,156945.7344,650060.3125,778398.5625,391976.25,341918.375,315372.875,193622.2188,280703.1875,177214.9531,283598.875,189042.4063,123562.5313,118484.9297,137674.4531,314958.0313,620216.9375,491919.0625,261150.5781,137608.5938,248737.5313,136890.3125,505419.9688,92549.35156,144398.4375,115389.6094,40358.00781,897908.125,580840.875,700596.5,320129.8438,716979.3125,343982.375,296324.125,222849.7656,523777.625,169461.5469,158973.2188,738970,162986.0313,263411.1875,162177.8125,514518.8125,195765.9844,152249.375,299695.5625,272703.5938,177699.7031,326099.0938,155013.8438,153461.2188,810977.625,935174,671670.375,747385.9375,518436.1875,1131846.875
"[PE methyl(16:0/16:0)] 1,2-dihexadecanoyl-sn-glycero-3-phospho-N-methylethanolamine",5,49388.23438,46057.70703,35590.75781,74602.26563,50658.05078,57569.42188,86688.4375,68718.03125,77623.59375,49818.45703,105594.2422,63748.46484,54557.23438,47977.625,62563.05078,41775.38672,79405.50781,39691.88281,54527.19531,73369.14844,50804.45313,42692.44922,0,44743.08594,68845.10938,71867.59375,69674.42188,33845.64063,54537.13281,45389.0625,99387.07813,81654.19531,64135.87891,59316.92578,79209.5625,83495.01563,51556.41797,66153.1875,56581.84766,38011.60156,45707.54688,56236.10938,51639.54688,63248.28125,57853.70703,56266.90625,53832.76953,38356.92578,77736.55469,28806.21094,77170.9375,74122.21875,62527.35547,63829.625,63726.03516,44171.03906,66752.85938,64556.30469,47019.30469,72825.96875,53362.41797,51837.67578,39473.83984,61675.29297
"[PE methyl(18:1/18:1)] 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-N-methylethanolamine",5,28804952,24731028,26742074,24118528,22144302,28283110,21050286,20871742,28929214,22382624,30288550,13442431,21202304,12769735,32291590,25930770,29255994,27007466,27800782,16889852,25915496,13687349,7773222,21757830,24039968,24408712,23407286,24711328,32592182,23559858,26705634,28086262,32277550,30130224,30225678,23383068,18539924,22338640,24958570,16463634,26492052,25479962,25363934,22577880,23666662,19024868,21096368,26088836,26737948,17054854,28118666,27350594,22373606,25848180,22469434,19009144,15788114,20657004,21595682,21272200,17858474,20937402,7588830,23368362
[PG (12:0/13:0)] 1-dodecanoyl-2-tridecanoyl-sn-glycero-3-phospho-(1'-rac-glycerol) (ammonium salt,7,12098.6123,7545.421387,14185.45801,11899.65137,9484.884766,11024.56348,10163.70703,9479.500977,7604.327148,8948.412109,6589.40332,3253.219238,5320.504883,5089.886719,10610.74316,7195.126465,12869.22754,7516.086426,18518.85547,5860.205078,13159.91699,10355.60742,5569.259277,11699.07715,6387.529785,8134.503906,12040.76758,10334.6875,17054.2832,10671.18359,12510.85254,17784.56055,13494.25977,6664.188477,11481.31934,10509.98633,9795.089844,12198.47266,9831.725586,12810.42188,9521.330078,6832.549805,16261.73242,8852.270508,11460.2168,11691.85254,14640.1709,13154.60449,13045.13867,7869.659668,11722.2627,7946.338379,10215.17285,10175.70215,14728.91895,9439.108398,6103.794434,10175.23926,8284.137695,9253.775391,8182.39209,8057.748047,2701.080566,6752.385742
[PG (18:1)] 1-(9E-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol),7,54353.41016,41433.875,32408.54102,49625.32422,31359.06445,62102.98828,44009.3125,56763.69922,0,31311.07031,28997.58398,46282.92188,24227.83789,25826.43945,16767.84375,18195.33008,55964.19531,18681.06445,43845.71094,36835.15625,37373.96484,33354.04297,16188.03516,37375.41406,37254.32031,39735.89844,45477.05859,38391.90234,28719.6543,81645.44531,29993.75195,39487.49219,20175.0957,22627.7207,33250.61328,40887.76953,31037.21484,23622.88867,43482.10156,89174.60938,37180.30859,16362.93652,43192.47266,15422.58887,0,51214.33203,41550.38672,29812.21094,45037.9375,43040.05469,34259.46875,27451.26563,41682.87109,42747.69141,52070.89844,33950.15625,45819.06641,39715.98438,28384.95508,56799.78906,35894.86328,46755.27734,42197.72656,39743.0625
[PI (18:0)] 1-octadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol),7,85386.88281,240063.8438,52941.09766,58762.50391,103645.7109,74447.54688,48266.03125,68273.27344,240459.6563,38813.19141,89141.125,47387.53125,60168.0625,20101.37695,77830.45313,25209.96875,111669.3672,67102.30469,88159.64063,72247.90625,104629.8438,102433.3672,96179.59375,45244.99609,59719.14453,65243.84766,59885.59375,78620.30469,84750.02344,59831.97656,62674.58594,93999.71094,64320.99219,56887.57813,81336.72656,77740.76563,46304.86719,32198.00586,46569.48438,39642.85156,99673.91406,120712.5469,126778.6641,49570.27344,20796.68555,137947.7656,59521.34766,38308.53516,50810.96875,29068.20703,42691.53906,39121.57031,52184.44922,31098.26172,62504.55469,15944.94629,11390.7168,52379.58594,50644.12891,58925.92578,38963.03906,50080.38281,52521.46875,193610.2031
"[PI (18:0/18:0)] 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)",7,269662.0938,317181.5625,244504.5,81909.44531,89270.46094,220002.0313,61037.76172,69073.28906,317071.5938,104293.4453,347179.7188,38134.67969,355748.6875,32167.62695,341753.9063,128403.6641,105726.9922,346597.2813,123110.7188,51882.46875,121639.9219,73875.92969,40147.04688,60356.19922,163750.5,115284.9453,116177.0156,234879.7344,303253.375,205696.375,123158.2109,284189.8125,1124824.5,664231,168634.5469,75663.14844,71538.08594,126660.7656,118528.2422,40851.96484,570289.4375,341074.2188,137549.3594,70145.53125,89461.0625,82416.6875,104108.25,236253.7813,189058.1719,213607.8594,174283.4531,173038.2031,76453.86719,109625.0234,65369.37891,93594.36719,42712.88281,112466.0469,50900.29688,88557.07813,49603.30469,64738.32813,29605.81055,82247.50781
"[PI (18:0/18:0)] 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)(ammonium salt)",5,152528.2813,257080.125,153015.5469,85446.46875,70167.3125,157501.2813,47825.92969,55904.51172,269121.1563,105688.7891,339211.0938,28921.96484,295341.1563,28644.10547,306294.9063,121178.6797,100426.8516,282611.3125,104155.0391,43356.64063,104083.5313,46976.51172,21875.97461,57987.01563,166091.6094,70023.89063,106703.1406,196189.75,220162.9063,144280.3906,102508.3438,211009.5469,855763.8125,896137.5625,136287.2969,52432.60156,54044.57031,108854.1172,85714.54688,32868.13281,505426.0938,362507.9063,100841.9688,55625.47266,83832.60156,42726.89063,103678.375,200762.4063,151491.2031,191693.4531,164682.5469,164401.5,64759.08984,75550.8125,66619.14063,72366.25,39757.30078,69643.72656,38164.92969,63627.72656,41716.67188,46002.69922,22497.09375,63886.27344
"[PI (20:4)] 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)",7,77327.90625,104679.5156,75112.46875,106921.6641,134503.9375,90721.33594,64672.125,98822.73438,94346.27344,37799.99609,37518.36328,38368.73438,29408.69727,19828.33008,46994.94531,21306.77148,85901.19531,41029.12109,71605.85156,77942.73438,89173.22656,66653.50781,29097.01758,36321.92188,33577.15625,64260.70703,74366.76563,53878.58984,51305.94141,121209.2266,71164.875,52833.34766,33066.35156,25259.61914,46231.24609,60236.59375,51895.07031,18828.73047,52404.99609,309865.7188,72695.22656,71267,149463.9063,68055.65625,33577.76953,126186.5078,79012.71094,41902.79688,52432.38281,65178.47656,95342.28906,33238.91016,111608.7813,93988.22656,130176.0313,74131.95313,54591.94922,103935.8906,45564.875,60871.46484,47245.99609,62287.00781,37364.90234,151824.5625
[PR] (+)-15-nor-4-thujopsen-3-one,7,315079.9688,321650.2813,377780.6563,564022.5,566561.375,193226.7344,603758,397207.5313,275954.1875,302408.75,212636.2031,62724.71094,163301.125,146329.125,711086.3125,275211.7813,361045.75,304812.2813,403939.2813,647087.5625,399848.8438,40336.23047,81571.3125,341821.375,121225.7031,663583.125,582047.3125,401778.1563,212371.0469,351867.9688,368342.6563,598251.25,168226.3594,219612.7344,268204.2813,278449.6875,624715.875,207754.4531,217189.9844,960688.125,209905.4063,236550.2188,382912.8438,245027.0313,254692.4063,433212.4688,424635.5313,213859.125,365001.2813,301892.625,432323.625,242916.0625,365745.5938,213266.1406,650259.3125,477135.1875,348094.5,444324.25,455810.8125,178848.5,242735.3594,389277.25,102269.3906,427094.6875
"[PR] (+)-24-Dammarene-3alpha,12beta,20S-triol",5,101214.0469,65829.10938,173014.9531,89878.72656,55633.02344,114215.1328,75587.875,74320.42188,33972.90625,190096.1094,84558.23438,62937.02344,118956.8359,91080.28906,80991.75781,173943.3906,68523.15625,93740.85938,54396.10547,36991.27734,54041.16797,190249.5625,63986.78516,63290.05859,129765.4531,50715.31641,38122.82422,38308.35938,172041.3281,89019.17188,71869.28125,53817.50781,47940.78906,60892.58594,142001.0625,104198.7813,146079.7813,219071.3281,135390.5781,72102.50781,104548,0,74483.375,117779.1641,126228.5703,87752.875,125454.8906,95829.9375,105833.7578,132699.9844,76903.08594,56365.89844,93130.53125,91278.65625,58065.59766,111848.7031,62283.05078,110255.8672,182172.9063,135208.25,112749.9219,113925.3672,35690.55469,42139.26953
"[PR] (+)-Bornane-2,5-dione",7,35079.85156,19532.91992,21588.83594,43725.96875,61030.25391,239713.7969,15290.59668,179076.6563,118030.7891,30183.00391,71779.89063,49743.93359,107635.1172,75290.17188,59157.62109,90077.55469,18425.75977,17361.63477,32073.15039,102464.0156,15298.02441,17516.33203,43869.00781,43466.91797,245153.6563,84521.3125,14686.99609,45413.58203,18789.25977,31491.63867,81184.71094,70012.78125,24055.24414,15722.81348,201245.9219,124538.0938,182601.9063,12410.04004,183160.1719,25168.74805,99284.01563,32137.7832,32729.81836,31439.07227,10516.03906,28060.95117,32706.61719,42273.59375,28467.67773,50815.1875,35791.11719,31307.80859,61939.51563,92345.40625,57437.23828,63825.03906,5159.672852,55312.12891,79860.54688,67146.59375,51777.41406,145842.9844,16903.50781,160213.9219
"[PR] 1,13-Dihydroxy-herbertene",5,35306.44922,34180.54297,36792.21094,44094.15234,61638.26563,11619.17188,60651.08594,34094.91406,24649.73828,20184.69336,14909.87305,186507.7656,20546.14063,62991.75781,72218.04688,25932.18359,44729.25,31257.75391,42685.10547,56344.41797,37492.53125,187003.4219,138093.0313,18068.63672,14721.21387,51408.67578,60251.08203,17490.27734,27773.04102,37992.46484,37548.19531,62450.51953,13609.90918,20316.23828,31806.57031,29981.86523,24078.2793,21290.79102,35784.87109,90911.94531,21589.23047,20046.17969,36004.62109,28834.43359,22855.08203,43766.67578,45573.08203,24212.91602,30066.48438,36496.17969,41380.48047,23387.75195,34803.73828,23897.56641,42951.03906,19695.62109,27767.81641,51005.87891,54986.65625,23765.15625,13956.31934,46249.95703,102823.3594,44404.16406
"[PR] 2-methylbacteriohopane-32,33,34,35-tetrol",5,81497.21094,109007.9609,174289.9531,72926.03125,137086.75,582309.375,52259.10547,49288.16016,115231.7344,34749.5625,75891.03125,24682.03906,58860.51953,20572.71484,116380.9141,55302.47656,100969.5156,153299.1406,116222.5234,62714.29297,514706.9688,49327.125,39194.35156,52263.65234,78787.83594,70763.26563,72288.71094,136279.7188,209013.2188,86708.74219,66658.42188,140814.7969,258634.6719,128974.8359,54431.11719,82127.30469,34052.83984,56768.91406,57207.67578,31012.82813,166163.0625,85858.5,90115.60156,44866.11719,40916.19922,44521.73438,53468.92188,75503.46875,60704.82813,61399.04297,134047.6094,103654.1406,90372.16406,49656.85938,77074.78125,55402.90625,46325.02734,71289,39305.03125,47124.66406,74037.34375,44680.36719,21536.35352,59472.86328
[PR] Myrcene,5,20339.6543,35040.48828,33178.88672,24538.55273,34895.24219,73571.07813,12458.90234,15103.98047,27741.80273,13624.87109,12182.68457,10014.56055,16854.81445,12513.99414,40456.90234,34509.60938,35900.07031,47616.64453,33120.37109,13572.4668,44871.93359,12143.92969,12966.06836,12563.14355,17162.77734,20341.2832,18785.55859,37153.44922,58163.50781,40860.57422,27323.99414,55332.35156,53579.90625,31259.32813,13674.54688,16355.38086,10064.16992,12685.41211,20508.41992,17014.64063,46130.97656,27577.25977,19349.9668,14996.22461,15953.27637,24052.47266,14062.56543,20649.66016,25990.03711,16461.40234,53219.98438,31092.57617,20565.86523,18500.38867,19748.4707,18769.41602,18145.97656,37877.60938,11238.12305,16126.82715,18598.51953,15040.09766,8945.77832,14579.6123
[PR] Tretinoin/All-Trans Retinoic Acid,7,5861.097168,9656.460938,63483.04688,9412.135742,16206.46094,26262.09766,11746.60156,14729.03809,13111.51563,31024.10547,11761.00586,46380.99219,44651.67969,29641.78516,16579.41992,11480.87207,25201.73242,15431.37695,12394.44922,12286.36035,13992.42676,21024.14063,31161.61523,10194.38574,22158.99219,15962.03125,10009.72852,18889.35938,7359.501953,17747.23633,10603.96582,10390.81641,20240.73047,11117.45898,14469.0625,17281.45898,13558.70313,10512.5625,12712.4707,10450.96875,21841.1582,10284.85156,26340.73633,11369.19141,8686.095703,16801.48828,16602.20117,17024.81055,10693.55176,16734.52148,14153.36523,8388.469727,12156.58887,15048.89258,8138.477051,50525.62109,8603.228516,11283.87109,39621.77344,16744.63086,26502.87695,18002.01953,27797.13086,24338.91016
"[PS (18:1/18:1)] 1,2-di-(9E-octadecenoyl)-sn-glycero-3-phosphoserine",5,774297.5625,171199.9375,919228.875,1266321.75,2070280.125,1124559.75,716390.125,684176.6875,164286.0469,1049972.5,90070.33594,4007292.75,115906.0547,2434844.75,145291.8906,892644.125,1096564,182449.2031,648829.9375,840491.8125,1212904.625,6353464,5317503.5,1055494.625,953886.5625,1491298.75,1080440.625,562663,715957.625,1308050.375,1149998.75,532241.4375,116302.1094,97125.78125,644306.75,922456,655522,423806.5938,1074963.625,1290401.875,74514.29688,54132.45703,691996.75,858093.6875,618824.375,708391.9375,1166836.5,364496.25,184794.7344,1027068.875,275475.3125,92040.50781,1376493.875,1271428.125,1482843.25,1534812,1014182.25,921885.6875,890593.0625,1014221.125,1094786.875,1558548.125,5260333,984892.4375
[SP (16:0)] N-(hexadecanoyl)-sphing-4-enine-1-phosphate,5,48432.14063,65828.28125,29679.04688,24410.22852,31874.85742,60962.69531,18815.88672,35265.52734,53710.58984,25749.73438,65534.49219,15766.99023,44896.04297,2590.421631,47674.21484,12562.5625,32610.70703,64708.90234,43779.94531,21664.89648,37996.56641,33723.39063,18254.2168,29940.27344,22124.46094,27245.32813,32175.34766,41457.86719,50056.24219,36342.71875,23721.95313,46105.4375,66543.47656,43368.9375,56528.13672,38395.33594,27432.68359,8091.307129,25891.88867,11993.47461,67444.57813,53382.72266,39475.76563,40654.57422,2848.355225,41841.85156,38546.84766,24397.58398,59208.76172,26179.89453,41347.76172,39598.47656,35716.46094,21905.43555,26989.49609,16007.64551,955.0040894,28694.63086,34757.62109,35865.01563,24207.39648,21085.05273,12010.96289,29302.05469
[SP (16:0)] N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine,7,13664116,17837922,6932223,8457398,8452433,12911658,5527997,9601164,17147582,6332988.5,18648224,4187297,15965862,333821.3125,16317217,2452354.5,9303205,17129740,12776429,6525482.5,11333210,7074160,3960817.5,7353467,6815563.5,6836924.5,7333061,12678828,12594957,7313592.5,5166601.5,13330253,17426478,15443650,14462499,9144187,7080797.5,1872709.375,8571613,2585937.25,20005156,15690516,12164768,9230581,1040496.438,12706045,8943472,8137622,18335302,8350893,10915890,9969271,9151612,5279141.5,5930378,3321104.5,164499.1719,8597788,8293115.5,9427807,6943553,5739983,2311291.75,10170579
[SP (24:0)] N-(tetracosanoyl)-1-beta-glucosyl-sphinganine,3,2819.842041,1997.206421,2251.113037,2709.317139,2218.766113,2209.262207,1296.943237,1983.5625,2403.152832,2243.737793,2243.149902,1072.003052,2615.121826,1972.422119,3011.581055,2787.184814,2410.5896,2254.873535,1263.63855,2866.343018,2104.223877,2252.597412,2432.863281,1047.922729,2423.186523,1831.580933,1750.359497,2456.648682,2086.268799,1930.723633,2291.900146,1694.082153,1895.201172,3101.848389,1784.239868,2124.161377,2221.096191,2058.910889,1444.169922,2217.409424,2014.087891,1016.936035,1446.802002,1851.268066,2000.13562,2146.347168,2305.209229,1891.566528,2107.140381,2078.44458,1626.437012,2065.296143,2346.803467,2322.588379,2716.306885,2753.657471,1176.003906,1674.199097,2490.405029,2398.671143,1840.356567,2413.301514,2076.112549,2137.444336
"[SP amino,hydroxy(4:0/20:0)] 2S-amino-3R,4R,5S,14R-tetrahydroxyeicos-6E-enoic acid",5,4208.940918,0,5246.64502,0,0,0,0,0,0,13202.9668,13005.72168,13675.07422,8901.375977,9051.414063,0,0,0,0,0,0,0,0,11213.28711,12366.50977,9620.202148,0,0,0,0,6158.932617,0,0,0,0,17375.42383,12927.27148,9915.510742,5670.579102,11900.5166,0,0,3938.717773,5683.452637,4253.664551,0,0,0,3778.437012,0,7125.624023,3276.0625,0,0,0,0,4945.172363,0,0,14845.32129,11360.04395,8928.401367,0,11285.23828,13380.11523
[SP] Sphing-4-enine-1-phosphate,7,31955.42578,91178.98438,110912.5391,76809.39063,109703.0078,115545.5156,143894.2344,60541.48047,41986.51953,76055.88281,51424.00781,82848.75781,50038.13281,64806.79297,94746.71094,61532.92188,111257.25,130189.8828,76318.74219,95896.54688,103083.7031,36198.14063,78270.36719,113884.5859,119000.5469,79730.57813,61711.74609,75976.36719,89998.73438,98807.86719,62425.96875,105972.2891,61628.40625,50190.14844,84778.53906,86613.99219,114955.6875,102869.2031,50453.74609,118140.3672,111542.6953,66432.15625,97741.67969,39528.37891,64174.15625,87533.25,85487.10938,80596.14063,61833.69141,139693.4219,86502.25,98545.36719,107167.2109,92797.69531,73385.17188,182510.5313,82487.13281,100291.3672,114840.1484,113769.1563,114260.7578,109915.7734,125323.1484,101126.1875
[SP] Sphinganine-1-phosphate,7,6316.297363,10605.24121,11113.42188,11716.50684,16239.66797,12838.18945,24620.41211,13571.14355,8081.389648,9882.668945,7502.54541,12782.42285,11863.5918,497.1609497,21628.54883,2160.932129,19338.27148,20189.11328,17204.04102,19369.98438,25480.19531,7464.819824,8090.750977,11798.44922,18067.83398,11890.61719,15938.60254,7645.818848,12930.9209,8572.47168,11620.61621,19081.71875,10797.90039,14841.96289,10728.47363,14353.89941,13240.91016,952.9573975,6816.999512,7874.964844,7069.185547,13057.62109,11279.65918,6457.554199,533.9386597,8127.463867,18006.87305,2304.807373,7983.750488,10246.03125,22847.07227,18406.93945,13579.53809,12106.81055,14494.00684,7654.792969,604.1005249,15914.26855,20197.45703,16309.49219,20505.24219,19152.24805,24407.75977,16425.98438
"[ST (2:0)] (5Z,7E)-(1S,3R)-18-acetoxy-9,10-seco-5,7,10(19)-cholestatriene-1,3-diol",7,26763.47266,11103.55469,34605.41797,39197.55469,30459.38867,29406.25977,16260.63281,22405.41406,7778.636719,32038.13672,15267.72461,15524.7666,9410.106445,16239.10352,17153.19727,18692.21289,27682.45117,11000.30469,17490.20313,22752.27148,14792.07422,30849.45313,12709.26367,19251.36328,20732.34766,19122.83203,19134.62109,27009.04297,39411.82422,39462.375,30077.44531,29887.60156,9776.760742,12591.90723,18887.63867,23417.10352,28333.35156,9978.342773,26569.8457,50662.02344,27438.08008,12273.22363,35127.11328,21247.97266,15872.30078,31804.00586,55917.74219,46659.11719,17799.84961,30567.79688,20607.58398,10269.58203,48369.98047,28041.68945,18454.7207,32880.77734,13937.80664,23539.9082,16543.80859,17073.92383,18161.41602,35309.11328,6698.960449,14467.10938
"[ST (2:0)] (7E)-(1S,3R,6R)-6,19-epidioxy-9,10-seco-5(10),7-cholestadiene-1,3-diol",5,9684.098633,9308.625977,8889.432617,8805.164063,10561.18555,7822.578613,13514.87402,12618.80566,11910.54199,10297.14453,9399.067383,13971.14746,5377.275391,6854.499023,6421.54248,6239.079102,10149.67969,6152.394043,10548.96094,19287.41211,11239.92969,22438.31641,15835.94922,15286.2793,10152.55664,12071.70801,9008.322266,6129.848145,10538.9043,12140.25,9177.717773,15205.14551,8329.192383,4623.804688,9939.076172,19342.95703,22302.73828,7286.163574,17924.10156,18224.86133,7760.733887,9126.535156,10310.68359,12217.88379,6808.70166,13063.27539,14095.49316,9626.195313,7537.216797,7018.051758,13172.10547,4749.629395,18658.76172,11573.92969,19466.00586,8054.712891,7517.41748,15898.78027,8254.256836,6928.119141,14678.42676,22319.36719,11871.73438,14757.55371
"[ST (2:0)] 22S,25S-furospirost-5-en-3beta,26-diol",7,22202.75781,27265.79688,40182.08984,27994.83984,31252.4375,15277.39746,40891.03906,50289.73438,16443.1543,39512.41797,20051.58594,29747.97266,14578.93066,50288.90234,25932.16992,28952.64648,35902.67188,17543.09961,32109.98828,60883.25391,28627.86523,19585.51563,31896.32813,51829.99219,34910.27734,20234.54883,31605.84375,40311.91406,22486.88672,43821.125,26679.38672,26691.8125,11439.23828,10613.89453,25189.18555,40361.85547,35839.8125,37747.32422,38335.67969,35618.66797,11938.47559,23190.15039,27680.79883,26337.20313,18134.80078,38966.28125,43962.05078,33573,32017.29688,22793.98242,27717.56836,29155.30273,45893.85938,24831.58203,35888.82422,13544.50684,24807.17383,33863.10547,31399.21094,14093.16406,34845.21094,39217.61719,15135.28906,39687.14063
"[ST (3:0)] (5Z,7E)-(1S,3R)-24-nor-9,10-seco-5,7,10(19)-cholatriene-1,3,23-triol",7,14189.72949,14670.85059,11344.16992,22315.68359,20392.6543,23307.50586,10683.68945,18975.65039,14953.91309,25975.61719,11066.51855,18035.6543,17295.01172,8003.29834,0,6025.36377,13997.66211,11608.85742,21771.29297,14838.66309,20611.96094,12394.16211,10737.37793,21306.70313,17656.7832,9281.287109,20840.8418,12406.59277,13769.94336,15298.65625,19667.91992,18788.91016,15474.29688,8703.644531,15924.2207,20533.88477,22394.27734,10582.76563,23728.78711,26681.52539,8221.108398,16854.13477,29570.90039,16725.9082,5398.952148,22517.68359,16688.03711,14492.22461,25241.30664,0,0,9268.640625,12795.78125,10327.34668,17485.04883,13375.27734,14785.36914,18635.00391,25822.98242,24006.75977,21718.66992,24166.15039,11835.58496,33351.60938
