metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
N-Acetylneuraminate,10,67879.89063,88007.08594,94658.88281,63444.91406,82536.77344,58304.5,60835.24609,33969.42969,53116.32813,90086.73438,137035.7031,86057.17188,61839.42969,35311.10547,95148.28906,26035.10938,166630.7656,41692.93359,96634.89844,36203.98828,66250.26563,89485.25781,87817.73438,126428.9688,91260.64844,61375.94531,46887.71484,73218.58594,68019.71094,102978.1328,42586.58594,140294.1875,19712.91797,5357.973633,82232.70313,79287.1875,89933.29688,18234.6543,88589.29688,124176.2813,29790.49023,21449.20898,79313.09375,83662.78906,6318.606934,77641.46875,96282.27344,25024.66016,72358.07031,74107.34375,52219.70313,37544.96875,60441.26953,45185.17578,101564.8203,46545.375,13343.8916,60408.92969,105169.0703,112636.4844,94436.78125,193285.9844,215191.5469,138084.3125
N-Butyl-beta-carboline-3-carboxylate,7,3662.781982,7951.03125,6256.459473,3308.283936,5850.287109,6239.070313,4786.705566,5883.558105,2789.418213,6352.885742,5643.502441,2302.308105,3852.848877,7565.976563,7381.179199,6587.39209,10205.46484,3745.765869,5983.874023,6504.068848,4741.230469,5406.102051,4518.263184,9100.017578,9684.240234,5829.5625,4741.588867,9527.201172,3279.422119,7344.874023,4729.59375,9916.525391,2490.253906,1947.355591,7524.618652,7453.398926,6637.73877,9470.269531,7576.103516,4365.600098,3204.083252,2172.66626,9054.15332,3494.929688,2759.305664,10039.18652,6884.012207,5921.383789,4122.770508,5746.94043,3337.30957,5122.601563,5882.28418,6641.993164,4669.263672,5902.133789,5173.193848,5857.536133,7683.657715,4384.626953,7922.074707,8831.658203,1716.763916,7191.752441
N-Butyryl-L-homoserine lactone,7,56209.56641,16935.05469,8941.352539,22169.06445,56630.39063,24841.71484,27154.05664,56659.58594,31435.81641,6276.63916,0,4845.862793,4088.63208,3488.685791,12746.72656,5744.533203,54639.59766,47696.5625,31336.21289,61341.23047,24976.13086,14356.81152,3924.090088,6743.563965,0,39081.10547,100016.6953,10165.37109,17934.17383,6242.376465,131615.5938,18586.11719,13831.31055,11697.55762,5372.004883,11915.47656,4741.513184,5170.605957,2916.313477,34497.99609,7431.612793,60586.95703,19980.58594,51274.81641,24432.73828,15456.34668,71352.23438,6598.246582,62414.22656,8286.651367,47815.76953,14280.94727,69858.85938,81266.89844,57401.64063,27017.45508,48646.61719,24994.57617,4785.126953,5624.700195,5280.586426,4400.401855,4305.660645,4936.461426
N-Caffeoylputrescine,7,3830.86377,1337.136719,4551.554199,1355.446045,8436.737305,11673.28027,8725.443359,2629.923828,20419.60938,2720.966064,5659.02002,4370.693848,1703.796875,5189.291504,0,1866.17395,0,1600.903687,892.4760132,8473.068359,2673.20459,3753.661865,2388.03125,1492.359375,3770.790283,0,1697.501465,2499.495605,2359.887207,1451.774536,9531.587891,1255.72876,0,0,1408.871216,10000.80273,3602.919434,1700.802002,873.5853882,1486.865479,3040.571289,826.5803833,3806.64917,2720.379395,1018.760986,8676.662109,5073.511719,3773.025635,7786.373047,8621.894531,2761.269775,1328.037964,2162.295654,4603.86377,3201.231934,4827.515137,30938.85156,1783.568726,2118.712891,904.4070435,5218.81543,2635.154541,7437.096191,2654.386719
N-Carbamoylsarcosine,8,48483.53125,164318.8125,95915.99219,53205.09375,19886.03906,18911.75586,65294.74609,41229.28906,39562.77344,19530.48828,14086.28711,14874.88379,14591.54688,4196.928711,49491.15234,4317.624023,79023.42969,100135.0313,69427.57031,45709.72656,17160.07227,24567.80273,38697.92188,13143.74414,35422.60156,61899.52344,193190.7031,39160.23047,31026.00586,51185.15234,117890.6484,138822.5,44813.24219,29288.20508,6940.797363,48546.33203,70123.64063,0,15382.77344,248047.1406,51723.6875,43457.44531,81101.26563,72314.02344,0,53146.17188,54802.89453,6267.05127,64854.19141,73943.48438,49314.59375,31144.99219,44799.625,49268.25391,127463.7266,31072.11523,4736.893066,31959.06641,54846.3125,25063.22461,18553.54688,38254.70703,11061.96973,10807.09766
"Ne,Ne dimethyllysine",7,3098.839844,5321.734375,5044.569824,16751.6582,13542.88281,6503.695801,9274.825195,12258.99805,2168.842773,5020.86377,5255.839844,2162.225586,4586.449219,1765.244507,16249.12988,3078.568848,34622.57031,7361.423828,17485.38086,15155.67773,2465.24292,3233.793701,2402.219971,3338.966309,6407.401855,31576.39258,30341.375,3592.687988,5956.540527,10407.27344,12987.54297,14124.5127,7463.031738,7902.866211,4145.347656,3210.525146,5820.744141,1727.224365,2982.44873,21087.41602,1732.167603,3281.777344,6516.138672,2647.513916,2924.691895,2302.526123,10073.95508,2809.298096,5441.077148,2399.353027,6217.505371,4275.184082,10577.42676,10320.8623,6349.893066,7463.936523,1481.975952,1962.433105,3638.541016,2908.626465,3713.484619,4004.350098,4365.896484,3610.008057
Neuraminic acid,7,50737.08203,101369.2031,108011.4844,18369.33008,106394.4063,68843.4375,144160.6875,61041.80469,191071.6719,23051.36914,105963.5078,85484.03906,44542.69141,35443.26953,49806.60156,16651.86523,111246.7578,14945.60938,66856.46875,63358.57422,84157.90625,97610.60938,96372.59375,31890.34375,47928.63672,156185.75,67624.21094,91045.67969,32022.32617,85092.94531,32730.99023,65758.58594,6713.923828,6088.766602,88476.66406,112363.2344,68587.61719,19501.64453,80546.23438,134482.375,65990.07813,120017.7109,182555.9531,74717.10156,44948.48828,242271.1719,26610.36914,87669.45313,34026.88281,68765.17188,103065.7266,13413.99512,77493.3125,29990.36719,90328.49219,22503.41016,34885.21094,27070.93164,105612.8047,64228.24219,106180.4297,44797.38281,86245.17969,252978.8125
N-Formiminoglycine,6,29707.17773,61405.53125,12465.87598,83360.14063,107668.375,38563.65234,71173.46094,69182.04688,31576.66992,21869.49219,24762.89258,19210.50195,26253.85938,10581.89355,58945.71094,16072.02539,135656.0156,67457.29688,214460.7656,89531.22656,29864.93164,46787.23438,14301.25879,36326.84375,35872.21875,88757.51563,109093.1797,28315.38477,38484,18821.10742,72816.46875,94582.52344,44029.42188,30029.63281,30364.94531,28975.61719,25024.92773,8663.539063,35515.47656,121917.0313,19001.54297,51192.63672,20166.70508,58781.49219,26647.41211,15334.67969,106599.6172,12763.89941,62435.03516,16145.72949,105221.9297,40307.23828,35158.97656,53686.02734,38294.91016,17725.78711,36696.72266,37296.73828,24006.64453,25979.12695,18456.60156,24632.83984,18292.33789,37282.25781
N-Formimino-L-glutamate,8,456005.625,335302.4688,224506.9844,831239.5625,1087918.875,321104.9375,249250.2344,473481.625,451006.125,41930.80078,81765.40625,76199.04688,25566.50195,29160.35547,441218.6875,59489.39453,949752.9375,365038.375,1386087,296224.125,174949.25,149367.6563,69930.60156,118893.0156,328669.4688,594442,1483598,97564.98438,695603.6875,133776.2656,382179.2188,541464.75,263293.6875,226623.3125,52354.05469,76513.80469,73648.79688,68765.58594,50038.83203,937699.625,58905.14844,292681.4063,173819.0938,447663.1875,242487.2031,241675.1719,721814.5625,181665.5469,558552.5625,195606.7344,483303.1563,313558.9375,215349.6406,973030.5625,441405.6563,332644.3125,685460.625,196766.2813,52475.30859,44215.96094,31912.59766,33034.71484,34847.19531,35980.83984
N-Formyl-L-methionine,8,41770.18359,37125.29688,37814.625,27544.63867,49527.14453,60466.12891,59337.32031,40368.05078,18387.29883,50999.78125,28099.82227,33526.03125,27813.13867,52855.83984,52386.05078,62258.87891,46288.21484,40065.73438,37488.22656,57112.19141,50176.23438,39165.35547,33010.05469,65068.88281,80253.96094,40031.04688,20691.20898,28810.02539,32602.2793,39713.49609,32574.68945,76614.46875,35546.48438,22753.79102,36980.13281,46371.97266,93481.38281,60131.16797,43689.70313,28875.29883,33032.68359,25577.97852,42244.53125,52504.72656,29248.82031,35689.79297,37368.21094,48259.54688,24554.64063,41887.78125,27165.08984,36550.48047,58394.375,38409.51953,93057.78906,56713.04688,41260.78125,96466.53125,65319.01172,44337.08203,62311.10156,63159.98438,38317.375,65658.38281
"NG,NG-Dimethyl-L-arginine",7,441344.3125,508675.0313,503537.6875,922551.5,644148.375,492499.5313,1477805.375,638873.375,382447.2813,901195.5625,861240.8125,833960.4375,706579.25,498191.875,851110.375,353457.5625,982429.875,499527.9688,687041.875,560832.3125,387374.5,612596.625,729447.3125,1072227.75,814154.4375,666589.625,619277,407028.5625,903202.6875,791350.6875,606010.5,759870.0625,415735.4688,286438.9375,852392.5625,826695.875,1061830.25,365519.0938,1022812.313,984138,247222.1563,424098.5313,464730.9063,443780.0313,209651.5,360803.4375,718083.5,314189.2188,391550.8125,487283,578121.5625,331966.2188,679614.75,480480.6875,520731.0938,561394.3125,265875.5,485472.2188,1008860,914580.5,775358.25,1166147,1073815.25,935979.6875
N-hydroxyvaline,5,26573.97266,31849.19336,32476.49219,18082.92383,28466.66016,30706.74609,26402.33594,38066.90234,21486.20508,25799.51172,75907.39063,52954.375,43328.88672,29554.82617,21677.25195,41996.98438,39750.91406,39360.49609,20024.51172,25957.54297,20125.28125,10329.46777,26011.9707,84502.125,63206.00391,30149.22266,19380.16016,75526.71094,17826.68945,33213.01953,18331.07227,30055.77734,49972.5,66851.82031,41957.22656,51185.92188,39182.20313,42290.48438,32136.19336,23476.25,56021.94531,14579.19238,32810.69531,16202.37891,60723.77734,39985.42188,34857.56641,43765.70313,27915.55469,37068.66797,30116.83398,79780.21875,22852.41992,20675.07617,16720.13477,15326.80762,57499.04688,13628.61035,40840.62891,23829.52148,23098.75391,42322.17188,100589.3203,17328.83594
Nicotinamide D-ribonucleotide,4,0,17592.23242,44688.68359,18792.22266,11163.13867,55337.33203,26987.9668,18483.75195,0,38736.32422,32127.5918,26465.38086,83321.85938,44053.26953,36371.32813,14195.49512,55302.58594,12311.89844,25688.73242,6527.251465,9147.994141,17405.56055,34462.33203,81206.32813,74907.57031,25873.62695,12698.77246,49154.45313,0,72039.70313,0,31265.74805,11180.0127,41560.95313,48350.78906,34747.55469,36227.96094,25089.63477,22824.38086,25108.14258,28784.14063,0,40193.48047,5348.811035,0,21704.05664,24005.18359,27780.49023,27801.00781,25184.1582,16139.50293,18157.3457,18497.93945,7412.105469,8134.841797,16654.07031,0,15859.83398,29587.96289,18121.95508,31368.58398,61116.76172,195257.8281,14649.34766
Nitrilotriacetic acid,7,2721.548584,2016.357178,2049.522949,2035.478271,1918.268677,2653.275879,2446.770264,3078.79248,544.3511353,1836.752808,1984.626831,2195.101807,2120.195557,1520.133789,2472.766113,2115.91626,2749.366699,3086.624756,2019.459839,2994.882813,1297.369141,1085.829346,1886.794067,1858.172607,3845.480469,2936.506836,4329.24707,4159.478027,2163.260254,4560.759277,1938.140015,3226.699707,2004.129883,2573.922363,2731.750244,2313.209473,3013.154053,814.6633911,2278.392578,3824.06958,2943.009277,1881.017456,1780.941772,1557.536743,456.4414673,1352.626831,2259.625732,2147.024902,1204.474365,3288.916504,2566.252197,3678.45459,3120.697754,5032.785156,2697.020264,3498.654053,672.7368164,2358.253174,1939.389648,4774.929688,3335.090332,3671.912354,4212.629395,1195.9552
Nitrobenzene,4.5,0,14928.88574,0,47083.31641,28382.89258,21880.77148,25269.57031,19928.42773,13860.39453,0,22229.73242,15088.44141,17776.26172,370.3606567,22327.53516,6194.969727,37413.10938,22553.58984,35898.10938,26816.78711,16122.34961,15928.49707,0,20214.76563,45244.10547,48259.95703,48892.4375,11316.98047,20464.48828,27624.8418,30605.19922,49897.87891,15135.94434,20135.20117,16532.08789,0,18690.49023,993.0130615,0,50721.25391,13334.24219,0,11188.33887,0,0,0,21555.71875,4882.848633,19390.10547,14363.73633,17102.17188,16482.64844,0,27104.24219,24334.16406,23285.40234,746.6741943,21368.79883,19787.125,21353.49023,23189.06055,36729.54297,32495.05859,21688.97852
Nitroethane,7,16973.5957,16823.94141,13783.69629,31271.89063,41585.82031,15021.05762,30365.94336,15236.53125,13199.41406,8147.356934,10497.10254,7961.146484,6259.300781,12429.87402,22365.67188,18026.93555,25753.68359,25744.25195,36663.5625,22135.16211,19577.62109,16123.08887,9891.413086,17723.79102,12644.41504,35803.81641,30623.51172,9909.614258,22255.67969,10508.23438,25502.51758,17376.04297,11530.70898,12685.12598,13179.66406,14602.91699,11663.4668,8173.33252,11322.16504,36760.13672,7383.135742,13865.81152,11891.96387,19719.24414,19105.69141,9731.359375,28742.52734,10102.91113,25322.74414,27551.37109,30783.89063,13923.53027,19949.07227,24749.61914,42469.03125,30494.49219,31505.96484,25674.17578,16619.40039,9900.265625,11612.30664,9899.936523,17236.67383,8910.796875
N-Methyl-2-pyrrolidinone,7,64495.35547,59368.00391,60749.54297,62567.28516,75332.71094,99969.07813,79295.73438,94830.3125,71863.34375,238668.25,64769.11719,106204.6641,55262.47266,106047.4297,75786.17188,61013.37109,67404.4375,43159.78906,55417.75391,92658.46875,141064.1563,32538.53125,44138.83594,82379.26563,136059.1719,76813.47656,56449.33594,129582.9766,27034.43164,33996.09766,75948.17188,55965.45703,54988.33594,57943.46094,61812.02344,56358.0625,69886.07031,111239.9453,85104.77344,54912.03516,29255.0332,56208.33203,96293.46875,73933.79688,105486.3125,50665.73438,43344.63672,105931.4063,59726.06641,114031.8516,41451.89453,58776.19922,90245.02344,54154.24219,58965.08203,48294.67578,153375.75,69729.38281,83072.78125,54733.11328,83463.10938,120054.4844,58314.41797,98748.89844
N-Methylethanolamine phosphate,8,84688.48438,76692.42969,76098,85665.19531,69988.40625,70443.85938,67995,91433.46875,60218.64844,62189.34766,73180.64844,86515.59375,64486.48828,64595.62891,72312.90625,64919.09375,70868.82813,66864.60938,74787,61621.6875,62302.42188,68527.6875,77692.51563,64208.70703,81187.9375,59095.56641,74400.34375,67170.16406,63973.03125,68371.53906,79490.38281,70124.40625,68020.99219,59671.67188,77613.46875,81959.17969,65394.52344,73307.32813,70080.03125,78605.4375,77187.59375,60378.77344,63021.66406,68351.70313,78648.50781,65369.39453,72452.07813,74782.75781,67669.10938,67071.84375,84449.46875,59461.65625,107916.875,87955.39063,70155.82031,63852.41797,55055.69531,55112.89844,80705.36719,69416.64063,86021.71094,94997.72656,51010.46875,71967.50781
N-N'-Diacetylchitobiosyldiphosphodolichol,7,119328.2813,357337.9375,334952.0938,155332.9375,206093.5,631906.625,298557,390069.7188,109966.6016,281204.4375,243059.6563,46821.20703,346176.2813,85254.5625,388116.4063,73716.07031,546872.6875,214643.6563,963278.125,125221.2266,126150.8125,0,0,423224.6875,235632.9844,294825,215358.7813,238925.5469,85865.9375,343013.9063,126162.7578,448622,256201.1719,283731.0313,479066.875,332682.5313,197859.2813,130884.1484,153178.5156,340295.5,335370.8438,122424.8672,502431.375,147415.7813,40638.46875,442969.375,220198.5313,254191.4063,386977,79098.73438,222309.4688,194375.9688,156810.6406,71437.125,141912.2031,105570.7188,36165.58594,195144.7188,239362.2188,58434.73047,199879.2813,224875.2344,0,97352.66406
Nonanoic acid,7,317964.4375,656098.875,483847.3125,362125.0625,405398.9375,544278.75,340192.8438,308693.8438,491468.125,370858.0938,536317.8125,667662.375,780968.375,328705.2813,793374.1875,449635.2188,462126.0625,525355.5625,433614.0938,429280.0313,449461.5938,296412.2188,459767.3125,455425.625,569208.9375,676234.875,351543.2813,372843.7813,495197.6875,405654.5313,231885.4531,527298.6875,416086.8125,452239,508552.1563,622765.8125,542635.5,222492.6094,285652.625,435913.6875,837447.1875,974579,396283.0313,491032.0938,227715.2344,508504.9375,369108.0625,532929.9375,790433.6875,687921.625,573717.1875,421848.75,531941.75,275709.9063,518574.7813,384069.2813,231899.2344,342722.3438,510792.9375,487413.5313,345726.8438,482743.0313,389258.5938,258641.2969
Nordihydroguaiaretic acid,5,0,0,0,0,0,8156.356934,0,0,0,11857.80762,3275.851807,8983.033203,0,3788.113037,0,0,0,0,0,0,0,0,14342.5,0,4875.416992,0,0,6791.387695,0,0,0,0,0,0,7378.388672,13372.54688,19164.38867,32822.47656,16826.41211,0,3946.749512,0,0,0,0,0,0,5629.658691,0,6712.877441,0,0,0,0,0,5788.751953,0,0,11881.30957,18190.10352,20692.0293,10031.61328,0,0
Norepinephrinesulfate,7,95107.28906,95818.27344,266080.0313,190445.2188,160845.3906,236909.7188,169746.7344,191540.3438,52586.36719,94092.84375,119693.6875,126898.7031,68964.35156,74140.04688,298752.5938,84271.32813,169599.7969,66884.52344,103313.6797,82729.38281,113035.5,56160.53906,140270.6406,125351.9922,126978.9922,137519.6719,148283.2188,320473.9063,85486.23438,281573.125,107021.3828,261000.1094,177799.1563,99987.51563,156690.7656,127250.1406,302645.8438,32963.56641,178060.1875,122192.9688,96541.94531,43967.80859,139474.7969,101318.2109,22944.23047,41403.61719,125696.7656,177374.3125,88915.58594,194803.875,65935.02344,224569.5313,145506.5781,83427.3125,113402.9141,108328.0547,40237.04297,236200.5313,129402.5938,112685,127515.2422,195449.2656,495773.7188,87216.28906
N'-Phosphoguanidinoethyl methyl phosphate,7,2195.020508,1708.344604,3566.468018,3599.295898,3136.272217,3850.827881,3214.54834,2521.273438,2043.347412,3917.45166,5032.169922,3829.427002,3006.600586,705.9284058,5172.40625,692.6802979,4371.025879,976.8225098,3571.695557,4882.438965,3267.26001,1907.177979,3722.40625,4189.719238,3111.186035,8012.64502,3218.731445,3252.025391,4232.51123,5006.699707,5062.748535,3381.487305,1344.434814,651.1848755,3936.452148,6014.75,4551.147949,563.8392334,4496.436523,2686.003906,1493.169067,1502.082764,3211.665039,2725.581299,0,5183.666504,3799.943115,882.145813,2429.61377,3181.545166,2318.750977,677.9759521,2636.293701,912.7146606,3285.020752,1204.942993,0,2296.700684,4801.149902,6859.400391,5451.495117,7135.321777,3637.265869,8727.419922
n-Propyl gallate,4.5,7807.00293,22861.56055,9675.556641,33860.98828,21539.04883,10741.10059,51890.79297,19784.625,7778.1875,14955.60156,15182.74512,8910.005859,7075.974121,10198.25586,38485.84766,16437.29297,16388.31445,41977.72266,43307.48438,28025.33008,16170.57324,14100.55371,16281.51465,13325.19531,16976.88086,35459.27734,31392.45898,8473.756836,19017.36523,12959.83398,17006.60156,46332.21875,11450.20801,17085.84375,17548.93555,1456.26416,29807.95117,13002.45508,19759.13281,72593.09375,11632.02637,16163.0752,14273.91309,53357.49609,24169.63477,7404.956055,29790.99023,7985.074707,34338.32422,16352.44336,28911.38477,29456.2793,30316.01367,23758.50977,27836.30469,20598.58008,14831.35742,16018.02637,20720.28906,11712.04297,8614.203125,22925.25195,11881.18457,13713.26953
N-Succinyl-L-glutamate,8,35018.38672,24282.12305,6937.591309,32916.25,37680.38281,18556.32422,27921.24023,28645.82422,24722.10547,9573.982422,21200.10156,6188.574707,6560.871094,847.3752441,22329.4043,7772.708496,25135.17969,22708.68164,36552.80078,23769.32813,48132.125,28324.07813,9821.648438,20505.46094,6364.538574,12484.94824,34402.71484,10426.91699,84484.5,35768.79297,33387.48828,49998.30469,19788.39063,8087.646973,1206.912231,7606.083984,6477.342285,5228.59375,13654.34766,88271.59375,10984.42188,40814.19922,46110.70703,78791.94531,9661.316406,24951.22461,99077.05469,13101.51172,47929.31641,17535.83594,22606.80469,23425.25,32107.51172,38561.52734,34424.11719,13358.42773,9124.00293,12816.36621,26572.4668,6224.089844,18423.69727,16706.82227,12254.51563,19116.30078
N-Succinyl-L-glutamate 5-semialdehyde,8,6328.320313,4087.793213,3963.994629,9529.361328,7930.055176,5436.316895,7000.382324,3550.115967,5479.962891,4560.774902,5563.300781,3577.027832,2223.899902,3943.592041,4573.473633,2984.305664,5217.578613,4922.675781,6715.946289,5296.636719,7897.651855,5670.809082,3540.041016,5488.193359,2899.354248,5454.302246,3589.574707,3506.319336,5161.515137,12240.04102,5194.561523,5693.519531,3671.317139,4568.433105,4747.817871,2783.894043,3444.862305,3732.811523,2437.873779,7549.370605,3689.465088,3794.965576,11821.21777,12256.43945,2642.150879,6006.115234,8092.110352,7112.333496,7080.356445,10368.97168,5114.835449,2162.081299,7321.959961,3686.502197,5476.179688,3895.546387,1946.585327,4258.30957,7505.262207,3214.045654,5810.95166,2756.002197,3673.788574,5747.748535
